16-7-21 下午1:57
项目统计

     	    片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	101133	421051	3605151	3954532	  2065	
剩余：  	 83148	379180	3333065	3660972	  2065	
独特：  	 47359	300630	2532248	2817008	  2064	
剩余独特：	 47010	298063	2515315	2797722	  2064	


单文件统计：

文件名                                                                     	 总片段	剩余片段	独特片段	剩余独特片段	总计词汇	剩余词汇	独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
documentation/onerror/errorfile.html                                    	  28	  21	  12	    12	 152	 143	 134	   134	    1057	     1000	      864	        864	    1185	     1126	      990	        990	
documentation/onerror/errorline.html                                    	  25	  18	   9	     9	 123	 114	  89	    89	     878	      821	      584	        584	     981	      922	      669	        669	
documentation/onerror/errormessage.html                                 	  20	  14	  11	    11	  67	  59	  56	    56	     521	      469	      431	        431	     572	      518	      480	        480	
documentation/onerror/errorregister.html                                	  46	  40	  32	    32	 110	 102	  80	    80	    1172	     1120	      934	        934	    1243	     1189	      987	        987	
documentation/onerror/errortargetaddress.html                           	  17	  10	   8	     8	  65	  56	  54	    54	     543	      486	      458	        458	     594	      535	      507	        507	
documentation/onerror/examineassembly.html                              	  49	  41	  32	    32	 199	 188	 181	   181	    1863	     1797	     1644	       1644	    2023	     1954	     1801	       1801	
documentation/onerror/index.html                                        	  63	  57	  27	    27	 299	 289	 259	   259	    2405	     2343	     1835	       1835	    2642	     2575	     2067	       2067	
documentation/onerror/instructionaddress.html                           	  22	  14	   7	     7	  55	  44	  37	    37	     586	      522	      388	        388	     624	      557	      423	        423	
documentation/onerror/instructionstring.html                            	  22	  14	   7	     7	  57	  46	  39	    39	     610	      546	      410	        410	     650	      583	      447	        447	
documentation/onerror/nextinstruction.html                              	  26	  18	   8	     8	  70	  59	  49	    49	     817	      753	      555	        555	     866	      799	      601	        601	
documentation/onerror/onerrorcall.html                                  	  26	  18	  14	    14	 121	 111	 107	   107	    1079	     1015	      936	        936	    1184	     1118	     1039	       1039	
documentation/onerror/onerrordefault.html                               	  26	  16	  11	    11	 176	 164	 150	   150	    1320	     1244	     1042	       1042	    1489	     1411	     1196	       1196	
documentation/onerror/onerrorexit.html                                  	  23	  13	   9	     9	 113	 101	  97	    97	     808	      732	      671	        671	     906	      828	      767	        767	
documentation/onerror/onerrorgoto.html                                  	  28	  19	  14	    14	 185	 174	 162	   162	    1230	     1159	     1028	       1028	    1395	     1322	     1183	       1183	
documentation/onerror/raiseerror.html                                   	  33	  24	  12	    12	 160	 148	  92	    92	    1411	     1340	      682	        682	    1578	     1504	      763	        763	
documentation/packer/addpackfile.html                                   	  26	  19	  16	    16	  98	  88	  85	    85	     609	      550	      516	        516	     683	      621	      587	        587	
documentation/packer/addpackmemory.html                                 	  28	  21	  12	    12	 107	  97	  85	    85	     682	      623	      527	        527	     765	      703	      604	        604	
documentation/packer/closepack.html                                     	  20	  12	   9	     9	  53	  43	  40	    40	     417	      353	      320	        320	     454	      388	      355	        355	
documentation/packer/compressmemory.html                                	  40	  33	  24	    24	 196	 186	 169	   169	    1297	     1238	     1125	       1125	    1465	     1403	     1282	       1282	
documentation/packer/createpack.html                                    	  50	  43	  25	    25	 286	 276	 227	   227	    2056	     1997	     1594	       1594	    2318	     2256	     1823	       1823	
documentation/packer/examinepack.html                                   	  39	  31	  20	    20	 113	 102	  88	    88	    1082	     1016	      832	        832	    1168	     1099	      910	        910	
documentation/packer/index.html                                         	  51	  45	  30	    30	  81	  71	  56	    56	    1175	     1113	      868	        868	    1206	     1139	      894	        894	
documentation/packer/nextpackentry.html                                 	  34	  27	  10	    10	  94	  84	  64	    64	    1000	      941	      651	        651	    1064	     1002	      709	        709	
documentation/packer/openpack.html                                      	  59	  52	  16	    16	 264	 254	 129	   129	    2113	     2054	      920	        920	    2341	     2279	     1049	       1049	
documentation/packer/packentryname.html                                 	  24	  17	   7	     7	  53	  43	  30	    30	     536	      477	      333	        333	     569	      507	      360	        360	
documentation/packer/packentrysize.html                                 	  30	  23	  11	    11	  93	  83	  60	    60	     805	      746	      552	        552	     875	      813	      608	        608	
documentation/packer/packentrytype.html                                 	  26	  19	   8	     8	  66	  56	  37	    37	     654	      595	      412	        412	     703	      641	      450	        450	
documentation/packer/uncompressmemory.html                              	  43	  36	  16	    16	 209	 199	 135	   135	    1435	     1376	      903	        903	    1614	     1552	     1035	       1035	
